article_id,title,link,sentence_id,sentence
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,43,"Longer term, it is spending more billions on American weapons."
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,44,Trump seems still to believe that the Iranian regime will buckle in the face of US pressure and military force.
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,45,"He would like to be able to flourish a deal, but he will not accept one that his critics would say was not as good as the nuclear agreement that became President Barack Obama's signature foreign policy achievement."
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,46,"During his first term, Trump dumped that agreement, known as the JCPOA, with substantial encouragement from Israel's Prime Minister Benjamin Netanyahu."
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,47,"He replaced it with a policy he called ""maximum pressure"" that failed to stop Iran enriching uranium and now looks to have started America and Iran on the road to a war that has no easy exits."
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,48,Correction 6 May: An earlier version of this article said 40 to 60 ships passed through the Strait of Hormuz each day before the war.
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,49,"In fact, an average of 138 vessels travelled through the strait daily before 28 February, according to the Joint Maritime Information Centre."
26,Bowen: Strait of Hormuz standoff raises risk of sliding back into all-out war,https://www.bbc.com/news/articles/cgrpnq00j5vo,50,This article has been amended to reflect that figure.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,1,"President Donald Trump says the US has struck seven Iranian ""fast boats"" in the Strait of Hormuz, as Washington seeks to guide stranded ships out of the Gulf through the largely closed waterway."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,2,The UAE and South Korea both reported strikes on ships in the vital channel on Monday.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,3,The UAE also said a fire broke out at the oil port of Fujairah after an Iranian attack.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,4,"Shipping company Maersk told the BBC that one of its US-flagged vessels had successfully exited the strait with US military protection - under what Trump has called ""Project Freedom""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,5,"Iranian Foreign Minister Abbas Araghchi said that events in the strait ""make clear that there's no military solution to a political crisis""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,6,"He added: ""Project Freedom is Project Deadlock."""
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,7,"Maersk said the transit of one of its commercial vessels was ""completed without incident, and all crew members are safe and unharmed""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,8,The Strait of Hormuz has remained largely blocked since the US and Israel launched air strikes on Iran in February.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,9,Tehran responded by blocking the crucial waterway through which 20% of the world's oil and liquefied natural gas usually passes.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,10,"In early April, the US and Iran announced a ceasefire under which Iran ended its drone and missile strikes on Gulf countries including the UAE, but few vessels have been able to transit the strait since then."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,11,The US also imposed its own blockade on Iranian ports.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,12,"Trump said: ""We've shot down seven small boats or, as they like to call them, 'fast' boats."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,13,"It's all they have left."""
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,14,The US military said it had used helicopters to attack the boats.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,15,Iranian state media later disputed Trump's announcement that the US had struck the speed boats.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,16,"Citing a military source, the Tasnim news agency reported that two small cargo vessels had been hit instead, killing five civilians."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,17,The US earlier said navy destroyers and US-flagged merchant ships sailed through the strait on Monday.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,18,"Iran called the claims ""entirely false"", with its military saying it fired warning shots at a US warship."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,19,The US military denied this.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,20,"Later on Monday, shipping firm Maersk said its US-flagged vessel the Alliance Fairfax, which had been stranded in the Gulf since the US and Israeli attack on Iran at the end of February, had exited the Strait of Hormuz."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,21,"The firm said it had been contacted by the US and ""offered the opportunity for the vessel to exit the Gulf under US military protection""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,22,"In a statement, the firm added: ""The vessel subsequently exited the Persian Gulf accompanied by US military assets."""
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,23,"Meanwhile, the UAE's foreign ministry reported a tanker affiliated with Adnoc, its state-owned oil company, was hit in the Strait of Hormuz."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,24,South Korea also reported an explosion on one of its ships anchored just off the UAE.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,25,"UAE authorities also reported air defences had engaged 12 ballistic missiles, three cruise missiles and four drones."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,26,Local officials said one strike caused a large fire and three injuries at its key oil port of Fujairah.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,27,"India's foreign ministry said the three injured people were Indian nationals and that the attack on Fujairah was ""unacceptable""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,28,"Abu Dhabi called the attacks a ""dangerous escalation"" and said it reserved the right to respond."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,29,"Iranian state TV has quoted an unnamed military official as saying that Iran had ""no plans to target the UAE""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,30,International leaders have condemned the attacks on UAE infrastructure.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,31,"French President Emmanuel Macron said the strikes were ""unjustified and unacceptable""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,32,"British Prime Minister Sir Keir Starmer said the UK will continue to ""support the defence of our partners in the Gulf""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,33,"German Chancellor Friedrich Merz called for an end to the blockade of the strait, saying ""Tehran must return to the negotiating table and stop holding the region and the world hostage""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,34,"In a post on X, Saudi Arabia's foreign ministry called on Iran to ""respect the principles of good neighborliness""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,35,"The benchmark Brent crude oil price passed $115 a barrel shortly after the reports that Fujairah had come under attack, up more than 5% on the day."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,36,"Fujairah lies on the UAE's eastern coast on the Gulf of Oman, beyond the Strait of Hormuz."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,37,"A pipeline from the oilfields of Abu Dhabi runs to Fujairah, allowing limited amounts of crude to be loaded on to tankers and shipped to world markets despite the strait being effectively blockaded."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,38,"Neighbouring Qatar condemned the attack on the tanker affiliated with Adnoc and called for the strait's ""unconditional reopening""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,39,"In Oman, two people were injured when a residential building was targeted in Bukha, along the coastline of the Strait of Hormuz, state media reported on Monday."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,40,"On Sunday, Trump said the US would start helping stranded vessels out of the shipping lane as part of ""Project Freedom""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,41,"An estimated 20,000 seafarers on 2,000 ships have been stuck since the US-Iran war began in February."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,42,"The president said the US had been asked by countries ""from all over the World"" to help free up their ships which were ""locked up in the Strait of Hormuz"" and were ""merely neutral and innocent bystanders!""."
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,43,There has been growing concern over dwindling supplies and the effects on sailors' physical and mental health.
27,US strikes Iranian fast boats as Iran attacks UAE oil facility,https://www.bbc.com/news/articles/cjwp432d0v5o,44,"But Trump did not say how they would be able to sail away - he only threatened to use force ""if, in any way, this Humanitarian process is interfered with""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,1,The US has denied an Iranian media report that one of its warships was struck by Iranian missiles as it tried to enter the Strait of Hormuz.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,2,"US Central Command (Centcom) said in a statement that ""no US Navy ships have been struck"" and forces are ""enforcing the naval blockade on Iranian ports""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,3,"It came after Fars, the semi-official Iranian news agency, said two missiles hit a US Navy boat sailing through the strait after ignoring a warning from Iran's Navy."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,4,"Centcom later said two US-flagged merchant vessels had ""successfully transited"" through the strait."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,5,"Earlier, Iran's military warned that it would attack any foreign forces if they entered the strait, ""especially, the aggressive US army""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,6,"Speaking to Reuters, a senior Iranian official said Iran had fired a warning shot against the US warship to prevent its entry to the strait, adding that it is unclear if there was damage."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,7,"Iranian media also reported that it had prevented American and Israeli ""enemy destroyers"" from entering the strait on Monday."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,8,US President Donald Trump had earlier announced that the US on Monday would begin trying to free merchant ships stranded by Iran's closure of the key shipping channel since the start of the war.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,9,"Trump said ""Project Freedom"" was a ""humanitarian gesture"" and that any interference would ""be dealt with forcefully""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,10,"Some 15,000 US service personnel, guided-missile destroyers and more than 100 aircraft would be involved, Centcom said, adding that the US blockade of Iranian ports would continue."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,11,"Centcom later said two US-flagged merchant vessels had ""successfully transited through the Strait of Hormuz"", but did not provide the names of the vessels."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,12,"""American forces are actively assisting efforts to restore transit for commercial shipping,"" it said."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,13,"The move comes as the two countries observe a temporary ceasefire, which began on 8 April, and as they work on agreeing on a permanent peace plan."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,14,However a senior Iranian official warned that any US attempt to interfere in the strait would be considered a violation of the ceasefire.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,15,"Iran's closure of the channel - which is crucial to oil exports from the Gulf - has seen fuel prices rise globally and also left thousands of sailors stranded on some 2,000 ships trapped by the blockade."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,16,About 20% of the world's oil and liquefied natural gas usually passes through the strait.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,17,"In Trump's post on social media, he said ""countries from all over the world"" had asked the US if they could help free up the ships, describing them as ""merely neutral and innocent bystanders""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,18,"Trump added the operation will be made on behalf of the US, Iran and other Middle Eastern nations, without listing which countries."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,19,He did not provide further details on how the operation would be managed.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,20,"He also said that US representatives were having ""very positive"" discussions with Iran, and that those talks ""could lead to something very positive for all""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,21,"An estimated 20,000 sailors have been trapped in the Gulf since the start of the war with Iran."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,22,There has been growing concern over dwindling supplies and the effects on sailors' physical and mental health.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,23,"The United Kingdom Maritime Transportation Operation (UKMTO) on Sunday reported that a tanker had been hit by an ""unknown projectile"" in the strait, adding that the crew were safe."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,24,"On Monday, the United Arab Emirates said a tanker affiliated with Adnoc, its state-owned oil company, was hit in the strait, adding that no-one was injured."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,25,"Also on Monday, the Pakistani government said 22 crew members from Iranian container ship Touska - seized by the US last month - will be ""handed over to the Iranian authorities""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,26,The BBC was told by a senior official that 15 of them were handed to Iranian officials at the Gabd–Rimdan border crossing in Balochistan.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,27,The official did now clarify why the remaining seven crew were not handed over.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,28,"The Touska was intercepted on its way to an Iranian port as part of the US's blockade, with the crew evacuated to Pakistan."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,29,"Pakistan said the repatriation of the crew is ""a confidence-building measure by the United States of America""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,30,Trump's announcement came after Iranian state-linked media said Tehran had received a US response to its latest peace proposal.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,31,"Iran said the response, delivered via Pakistan, was being reviewed, according to Iran's semi-official Tasnim news agency."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,32,The US is yet to formally confirm it has replied to Iran.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,33,"However, Trump reportedly told Israel's Kan News on Sunday that the proposal was unacceptable to him."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,34,"Iranian state media said Tehran's 14-point peace plan asked for Washington to withdraw its forces from near Iran's borders and end its naval blockade of Iranian ports, and for all hostilities to cease - including Israel's offensive in Lebanon."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,35,It also called for an agreement between the two countries to be reached within 30 days.
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,36,"Iranian state media added that the proposal urged the two warring sides to focus on ""ending the war"" rather than extending a current ceasefire."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,37,"Iranian foreign ministry spokesman Esmaeil Baghaei was quoted by state media as saying that ""at this stage, we do not have nuclear negotiations"" - a key demand by Washington."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,38,"Iran has repeatedly denied it is seeking a nuclear bomb and says its programme is only for peaceful purposes, though the country is the only non-nuclear-armed state to have enriched uranium at near weapons-grade level."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,39,"On Saturday, Trump confirmed that Washington had received the latest Iranian peace proposal."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,40,"In a post on Truth Social, he wrote that he would review the plan, but that he ""can't imagine that it would be acceptable in that they have not yet paid a big enough price for what they have done to humanity, and the world, over the last 47 years""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,41,"Speaking to reporters later on Saturday, he said he had been told ""about the concept of the deal"", adding: ""They're going to give me the exact wording now."""
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,42,"Asked by the BBC about whether military strikes against targets inside Iran could be renewed, Trump said it was ""a possibility""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,43,"""If they misbehave."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,44,"If they do something bad,"" he said."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,45,"""But right now we'll see."""
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,46,"The US president appeared disinclined to withdraw from the conflict entirely, saying ""we're not leaving"" and ""we're going to do it, so nobody has to go back in two years or five years""."
28,US denies Iranian report warship was struck by missiles,https://www.bbc.com/news/articles/c775jevkyv2o,47,"The Iranian state-linked agencies said Tehran's latest proposal was in response to a nine-point US plan, which envisaged a two-month ceasefire."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,1,They are still there.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,2,There is no evading the simple fact.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,3,Everywhere the people walk.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,4,Wherever they drive.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,5,Whenever they switch on the television.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,6,"The faces of assassinated leaders, and those of new rulers, dominate the public space."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,7,Protests have come and gone.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,8,A war.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,9,Then a ceasefire.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,10,But the regime of the Islamic Republic has endured.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,11,"In fact, according to Iranians the BBC has spoken to inside the country, far from being weakened the regime is more deeply embedded."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,12,And it is in a vengeful mood.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,13,Sana and Diako - not their real names - are a young couple living in Tehran.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,14,"They are middle class, educated, the kind of people who want to see the end of hardline religious rule."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,15,To tell their story it is necessary to exclude so many of the details that might give you an idea of their characters and lives.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,16,This is because such details can be used by the regime to track people who dare speak freely to the foreign media.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,17,"The journalist assisting the BBC in Iran met Sana and Diako near a park where families were walking with their children, making the most of this period of ceasefire."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,18,Diako wants to believe that life will get better.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,19,"""Things will change,"" he says."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,20,"""It's already changed."""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,21,"""Changed?"""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,22,she asks.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,23,"""It's fallen into the hands of the Revolutionary Guards."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,24,"The country is a mess."""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,25,Sana has felt her own emotions change since the US and Israel attacked Iran.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,26,"""At the beginning, I did not want the war to happen... [But] through the middle of the war, as long as they were targeting key figures, I was genuinely overjoyed with every one of their deaths."""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,27,"But as the war dragged on, it dawned on Sana, as it did for the Trump White House, that the loss of the Supreme Leader Ayatollah Ali Khamenei and other senior figures did not usher in a new regime more amenable to compromise."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,28,"""So many of their people are still standing."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,29,What I had imagined did not come true.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,30,Everything got worse.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,31,And we are left with the Islamic Republic.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,32,"I am gutted that they won this war."""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,33,It is impossible to tell the scale of support for the regime across Iranian society.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,34,There are regular public displays of solidarity organised by its supporters.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,35,By contrast opposition rallies are banned.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,36,"Our trusted sources in Iran spoke with opposition activists, human rights lawyers and independent journalists and found a mood of foreboding."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,37,There is a recurring fear: once the war is finally over the state will escalate its campaign of internal repression.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,38,"According to the Washington-based Human Rights Activists News Agency (HRANA), more than 53,000 were arrested during the anti-regime protests last January, and before the outbreak of the war."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,39,"Since the war began, many thousands more are believed to have been detained."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,40,There has also been a record number of executions of political detainees - 21 people hanged during the war.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,41,It is the highest number in such a short period for over 30 years.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,42,"Nine of those hanged were connected to the January protests, 10 were for alleged membership of opposition groups, and two were accused of spying."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,43,Susan - whose name we have changed - is a lawyer working with detainees and says conditions in prison have become much harsher.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,44,"""Before the war, harsh treatment was reserved for those who were leading the protests, who had Molotov cocktails, or who were armed."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,45,"But during the war, that harshness has intensified significantly,"" she says."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,46,Her personal story illustrates how the conflict is dividing some families.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,47,Her parents are openly pro-regime and she worries they might be targeted if the government was to be overthrown.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,48,"When she expressed this fear to her brother, who is anti-regime, his reply was chilling: ""Since they want to be martyred, why deny them that right?"""
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,49,Susan wants the war to end but is certain that people like her will come under even greater pressure.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,50,And she is fearful for the fate of detainees.
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,51,"""I think that if the war ends, the regime will probably take out its rage from this war on the prisoners."
29,Some Iranians fear the regime is now more entrenched - and ready for revenge,https://www.bbc.com/news/articles/clyp6xxyvzyo,52,"I think we're living on borrowed time."""
